state,updatedon,totaltested,positive
Andaman and Nicobar Islands,17/04/2020,1403,12
Andaman and Nicobar Islands,24/04/2020,2679,27
Andaman and Nicobar Islands,27/04/2020,2848,33
Andaman and Nicobar Islands,01/05/2020,3754,33
Andaman and Nicobar Islands,16/05/2020,6677,33
Andaman and Nicobar Islands,19/05/2020,6965,33
Andaman and Nicobar Islands,20/05/2020,7082,33
Andaman and Nicobar Islands,21/05/2020,7167,33
Andaman and Nicobar Islands,22/05/2020,7263,33
Andaman and Nicobar Islands,23/05/2020,7327,33
Andaman and Nicobar Islands,24/05/2020,7327,33
Andaman and Nicobar Islands,25/05/2020,7363,33
Andaman and Nicobar Islands,26/05/2020,7448,33
Andaman and Nicobar Islands,27/05/2020,7499,33
Andaman and Nicobar Islands,28/05/2020,7519,33
Andaman and Nicobar Islands,29/05/2020,7567,33
Andaman and Nicobar Islands,30/05/2020,7567,33
Andaman and Nicobar Islands,31/05/2020,7706,33
Andaman and Nicobar Islands,01/06/2020,7805,33
Andaman and Nicobar Islands,02/06/2020,8086,33
Andaman and Nicobar Islands,03/06/2020,8295,33
Andaman and Nicobar Islands,04/06/2020,8413,33
Andaman and Nicobar Islands,05/06/2020,8694,33
Andaman and Nicobar Islands,06/06/2020,9037,33
Andaman and Nicobar Islands,07/06/2020,9242,33
Andaman and Nicobar Islands,08/06/2020,9341,33
Andaman and Nicobar Islands,09/06/2020,9859,33
Andaman and Nicobar Islands,10/06/2020,10010,35
Andaman and Nicobar Islands,11/06/2020,10226,38
Andaman and Nicobar Islands,12/06/2020,10697,38
Andaman and Nicobar Islands,13/06/2020,10955,38
Andaman and Nicobar Islands,14/06/2020,11356,38
Andaman and Nicobar Islands,15/06/2020,11518,41
Andaman and Nicobar Islands,16/06/2020,11809,44
Andaman and Nicobar Islands,17/06/2020,12239,44
Andaman and Nicobar Islands,18/06/2020,12622,45
Andaman and Nicobar Islands,19/06/2020,12930,47
Andaman and Nicobar Islands,20/06/2020,13320,47
Andaman and Nicobar Islands,21/06/2020,13434,48
Andaman and Nicobar Islands,22/06/2020,13511,48
Andaman and Nicobar Islands,23/06/2020,13723,50
Andaman and Nicobar Islands,24/06/2020,13994,56
Andaman and Nicobar Islands,25/06/2020,14277,59
Andaman and Nicobar Islands,26/06/2020,14583,72
Andhra Pradesh,02/04/2020,1800,132
Andhra Pradesh,10/04/2020,6374,365
Andhra Pradesh,11/04/2020,6958,381
Andhra Pradesh,12/04/2020,6958,405
Andhra Pradesh,13/04/2020,8755,432
Andhra Pradesh,14/04/2020,10505,473
Andhra Pradesh,15/04/2020,11613,525
Andhra Pradesh,16/04/2020,20235,534
Andhra Pradesh,17/04/2020,20235,572
Andhra Pradesh,18/04/2020,21450,603
Andhra Pradesh,19/04/2020,26958,647
Andhra Pradesh,20/04/2020,30733,722
Andhra Pradesh,21/04/2020,35755,757
Andhra Pradesh,22/04/2020,41512,813
Andhra Pradesh,23/04/2020,48032,893
Andhra Pradesh,24/04/2020,54338,955
Andhra Pradesh,25/04/2020,61266,1016
Andhra Pradesh,26/04/2020,68034,1097
Andhra Pradesh,27/04/2020,74551,1177
Andhra Pradesh,28/04/2020,80334,1259
Andhra Pradesh,29/04/2020,88061,1332
Andhra Pradesh,30/04/2020,94558,1403
Andhra Pradesh,01/05/2020,102460,1463
Andhra Pradesh,02/05/2020,108403,1525
Andhra Pradesh,03/05/2020,114937,1583
Andhra Pradesh,04/05/2020,125229,1650
Andhra Pradesh,05/05/2020,133492,1717
Andhra Pradesh,06/05/2020,141274,1777
Andhra Pradesh,07/05/2020,149361,1833
Andhra Pradesh,08/05/2020,156681,1887
Andhra Pradesh,09/05/2020,165069,1930
Andhra Pradesh,10/05/2020,173735,1980
Andhra Pradesh,11/05/2020,181144,2018
Andhra Pradesh,12/05/2020,191874,2051
Andhra Pradesh,13/05/2020,201196,2137
Andhra Pradesh,14/05/2020,210452,2100
Andhra Pradesh,15/05/2020,219490,2157
Andhra Pradesh,17/05/2020,238998,2230
Andhra Pradesh,18/05/2020,248771,2282
Andhra Pradesh,19/05/2020,258450,2339
Andhra Pradesh,20/05/2020,267612,2407
Andhra Pradesh,21/05/2020,275704,2452
Andhra Pradesh,22/05/2020,284119,2514
Andhra Pradesh,23/05/2020,292969,2561
Andhra Pradesh,24/05/2020,304326,2627
Andhra Pradesh,25/05/2020,314566,2671
Andhra Pradesh,26/05/2020,322714,2719
Andhra Pradesh,27/05/2020,332378,2787
Andhra Pradesh,28/05/2020,342236,2841
Andhra Pradesh,29/05/2020,353874,2874
Andhra Pradesh,30/05/2020,363378,2944
Andhra Pradesh,31/05/2020,372748,3045
Andhra Pradesh,01/06/2020,383315,3118
Andhra Pradesh,02/06/2020,395681,3200
Andhra Pradesh,03/06/2020,403747,3279
Andhra Pradesh,04/06/2020,413733,3377
Andhra Pradesh,05/06/2020,423564,3427
Andhra Pradesh,06/06/2020,436335,3588
Andhra Pradesh,07/06/2020,454030,3718
Andhra Pradesh,08/06/2020,468276,3843
Andhra Pradesh,09/06/2020,483361,3990
Andhra Pradesh,10/06/2020,498716,4126
Andhra Pradesh,11/06/2020,510318,4261
Andhra Pradesh,12/06/2020,522093,4402
Andhra Pradesh,13/06/2020,536570,4588
Andhra Pradesh,14/06/2020,552202,4841
Andhra Pradesh,15/06/2020,567375,5087
Andhra Pradesh,16/06/2020,583286,5280
Andhra Pradesh,17/06/2020,598474,5555
Andhra Pradesh,18/06/2020,612397,5854
Andhra Pradesh,19/06/2020,630006,7961
Andhra Pradesh,20/06/2020,652377,8452
Andhra Pradesh,21/06/2020,676828,8929
Andhra Pradesh,22/06/2020,693548,9372
Andhra Pradesh,23/06/2020,714187,9834
Andhra Pradesh,24/06/2020,750234,10331
Andhra Pradesh,25/06/2020,769319,10884
Andhra Pradesh,26/06/2020,791624,11489
Andhra Pradesh,27/06/2020,816082,12285
Arunachal Pradesh,09/04/2020,206,1
Arunachal Pradesh,14/04/2020,280,1
Arunachal Pradesh,17/04/2020,363,1
Arunachal Pradesh,18/04/2020,389,1
Arunachal Pradesh,20/04/2020,439,1
Arunachal Pradesh,21/04/2020,454,1
Arunachal Pradesh,22/04/2020,496,2
Arunachal Pradesh,24/04/2020,526,2
Arunachal Pradesh,26/04/2020,568,2
Arunachal Pradesh,27/04/2020,584,2
Arunachal Pradesh,28/04/2020,610,2
Arunachal Pradesh,29/04/2020,662,2
Arunachal Pradesh,30/04/2020,694,2
Arunachal Pradesh,01/05/2020,724,2
Arunachal Pradesh,03/05/2020,810,2
Arunachal Pradesh,04/05/2020,869,2
Arunachal Pradesh,05/05/2020,970,2
Arunachal Pradesh,06/05/2020,1039,2
Arunachal Pradesh,07/05/2020,1144,2
Arunachal Pradesh,08/05/2020,1354,2
Arunachal Pradesh,09/05/2020,1597,2
Arunachal Pradesh,10/05/2020,1823,2
Arunachal Pradesh,11/05/2020,2078,2
Arunachal Pradesh,12/05/2020,2257,2
Arunachal Pradesh,13/05/2020,2483,2
Arunachal Pradesh,14/05/2020,2677,2
Arunachal Pradesh,15/05/2020,2942,2
Arunachal Pradesh,16/05/2020,3163,2
Arunachal Pradesh,17/05/2020,3349,2
Arunachal Pradesh,18/05/2020,3662,2
Arunachal Pradesh,19/05/2020,3941,2
Arunachal Pradesh,20/05/2020,4157,2
Arunachal Pradesh,21/05/2020,4438,2
Arunachal Pradesh,22/05/2020,4844,2
Arunachal Pradesh,23/05/2020,5206,2
Arunachal Pradesh,24/05/2020,5428,2
Arunachal Pradesh,25/05/2020,5997,2
Arunachal Pradesh,26/05/2020,6319,2
Arunachal Pradesh,27/05/2020,6436,2
Arunachal Pradesh,28/05/2020,6984,3
Arunachal Pradesh,29/05/2020,7488,3
Arunachal Pradesh,30/05/2020,8017,4
Arunachal Pradesh,31/05/2020,8283,4
Arunachal Pradesh,01/06/2020,8768,22
Arunachal Pradesh,02/06/2020,9079,28
Arunachal Pradesh,03/06/2020,9551,38
Arunachal Pradesh,04/06/2020,10025,43
Arunachal Pradesh,05/06/2020,10790,46
Arunachal Pradesh,06/06/2020,11261,49
Arunachal Pradesh,07/06/2020,11516,51
Arunachal Pradesh,08/06/2020,12012,57
Arunachal Pradesh,09/06/2020,12455,57
Arunachal Pradesh,10/06/2020,13035,61
Arunachal Pradesh,11/06/2020,13479,67
Arunachal Pradesh,12/06/2020,14047,87
Arunachal Pradesh,13/06/2020,14518,88
Arunachal Pradesh,15/06/2020,15453,95
Arunachal Pradesh,16/06/2020,16158,99
Arunachal Pradesh,17/06/2020,16630,103
Arunachal Pradesh,18/06/2020,16630,103
Arunachal Pradesh,19/06/2020,18008,135
Arunachal Pradesh,20/06/2020,18521,135
Arunachal Pradesh,21/06/2020,19154,139
Arunachal Pradesh,22/06/2020,19799,148
Arunachal Pradesh,23/06/2020,20398,158
Arunachal Pradesh,24/06/2020,20938,160
Arunachal Pradesh,25/06/2020,21274,172
Arunachal Pradesh,26/06/2020,21890,174
Arunachal Pradesh,27/06/2020,22623,177
Assam,02/04/2020,962,16
Assam,10/04/2020,2863,29
Assam,11/04/2020,3011,29
Assam,12/04/2020,3138,29
Assam,14/04/2020,3491,31
Assam,15/04/2020,3613,32
Assam,16/04/2020,4108,34
Assam,17/04/2020,4236,34
Assam,18/04/2020,4400,34
Assam,19/04/2020,4865,34
Assam,20/04/2020,5112,34
Assam,21/04/2020,5514,34
Assam,24/04/2020,6680,35
Assam,25/04/2020,7159,35
Assam,26/04/2020,7823,35
Assam,27/04/2020,8117,35
Assam,29/04/2020,9520,37
Assam,01/05/2020,,
Assam,02/05/2020,11623,42
Assam,04/05/2020,12775,42
Assam,05/05/2020,13442,43
Assam,09/05/2020,16167,59
Assam,10/05/2020,18002,62
Assam,11/05/2020,19589,64
Assam,12/05/2020,21791,64
Assam,14/05/2020,25824,86
Assam,15/05/2020,28178,86
Assam,16/05/2020,31276,91
Assam,17/05/2020,34376,97
Assam,18/05/2020,37898,106
Assam,19/05/2020,41116,141
Assam,20/05/2020,47084,170
Assam,21/05/2020,51730,203
Assam,22/05/2020,55791,259
Assam,23/05/2020,60405,329
Assam,24/05/2020,66444,378
Assam,25/05/2020,70029,526
Assam,26/05/2020,72654,616
Assam,29/05/2020,92390,1024
Assam,30/05/2020,101257,1185
Assam,31/05/2020,109097,1272
Assam,02/06/2020,120375,1513
Assam,03/06/2020,126726,1672
Assam,04/06/2020,133029,1988
Assam,06/06/2020,146605,2397
Assam,07/06/2020,153326,2565
Assam,09/06/2020,169842,2937
Assam,11/06/2020,181108,3319
Assam,12/06/2020,188090,3498
Assam,15/06/2020,217088,4158
Assam,16/06/2020,227109,4319
Assam,17/06/2020,235214,4605
Assam,18/06/2020,246590,4861
Assam,19/06/2020,258797,4904
Assam,20/06/2020,273047,5006
Assam,21/06/2020,288306,5388
Assam,22/06/2020,301557,5586
Assam,23/06/2020,323258,5853
Assam,24/06/2020,336091,6282
Assam,25/06/2020,351753,6646
Assam,26/06/2020,362713,6646
Assam,27/06/2020,374519,6919
Bihar,05/04/2020,3037,32
Bihar,08/04/2020,4596,38
Bihar,09/04/2020,4991,43
Bihar,10/04/2020,5457,60
Bihar,11/04/2020,6250,61
Bihar,12/04/2020,6703,64
Bihar,13/04/2020,7263,65
Bihar,14/04/2020,7727,62
Bihar,15/04/2020,8263,66
Bihar,16/04/2020,8846,72
Bihar,17/04/2020,9486,83
Bihar,18/04/2020,10130,85
Bihar,19/04/2020,10745,92
Bihar,20/04/2020,11319,96
Bihar,21/04/2020,11999,115
Bihar,22/04/2020,12978,136
Bihar,23/04/2020,13785,148
Bihar,24/04/2020,14924,176
Bihar,25/04/2020,15885,238
Bihar,26/04/2020,17041,255
Bihar,27/04/2020,18179,328
Bihar,28/04/2020,19790,346
Bihar,29/04/2020,21180,383
Bihar,30/04/2020,22672,409
Bihar,01/05/2020,24118,466
Bihar,02/05/2020,25724,476
Bihar,03/05/2020,26951,485
Bihar,04/05/2020,28345,525
Bihar,05/05/2020,28791,529
Bihar,06/05/2020,29328,539
Bihar,07/05/2020,29841,547
Bihar,08/05/2020,30320,564
Bihar,09/05/2020,31552,585
Bihar,10/05/2020,32670,653
Bihar,11/05/2020,34662,714
Bihar,12/05/2020,37430,796
Bihar,13/05/2020,39149,909
Bihar,14/05/2020,40782,970
Bihar,15/05/2020,42645,1010
Bihar,16/05/2020,44340,1083
Bihar,17/05/2020,45729,1193
Bihar,18/05/2020,46996,1391
Bihar,19/05/2020,50563,1495
Bihar,20/05/2020,53361,1607
Bihar,21/05/2020,55692,1881
Bihar,22/05/2020,58481,2098
Bihar,23/05/2020,61220,2344
Bihar,24/05/2020,63741,2507
Bihar,26/05/2020,,
Bihar,27/05/2020,68262,3010
Bihar,28/05/2020,70275,3106
Bihar,29/05/2020,72256,3276
Bihar,30/05/2020,73929,3511
Bihar,31/05/2020,75737,3692
Bihar,01/06/2020,78090,3872
Bihar,02/06/2020,81413,4049
Bihar,03/06/2020,84729,4273
Bihar,04/06/2020,88313,4420
Bihar,05/06/2020,91903,4551
Bihar,06/06/2020,95473,4745
Bihar,07/06/2020,99108,4972
Bihar,08/06/2020,102318,5176
Bihar,09/06/2020,105588,5364
Bihar,10/06/2020,109483,5583
Bihar,11/06/2020,113225,5807
Bihar,12/06/2020,116671,6043
Bihar,13/06/2020,120086,6183
Bihar,14/06/2020,123629,6355
Bihar,15/06/2020,127126,6581
Bihar,16/06/2020,130783,6736
Bihar,17/06/2020,134402,6889
Bihar,18/06/2020,139584,6993
Bihar,19/06/2020,145562,7178
Bihar,20/06/2020,151148,7380
Bihar,21/06/2020,156926,7602
Bihar,22/06/2020,163476,7808
Bihar,23/06/2020,169401,7974
Bihar,24/06/2020,175103,8180
Bihar,25/06/2020,181737,8381
Bihar,26/06/2020,189643,8611
Bihar,27/06/2020,198385,8859
Chandigarh,02/04/2020,124,18
Chandigarh,08/04/2020,184,18
Chandigarh,10/04/2020,223,19
Chandigarh,11/04/2020,264,19
Chandigarh,12/04/2020,279,21
Chandigarh,13/04/2020,296,21
Chandigarh,14/04/2020,309,21
Chandigarh,15/04/2020,317,21
Chandigarh,16/04/2020,337,21
Chandigarh,17/04/2020,358,21
Chandigarh,18/04/2020,381,23
Chandigarh,19/04/2020,430,26
Chandigarh,20/04/2020,453,26
Chandigarh,21/04/2020,497,27
Chandigarh,22/04/2020,529,27
Chandigarh,23/04/2020,599,27
Chandigarh,24/04/2020,638,27
Chandigarh,25/04/2020,734,28
Chandigarh,26/04/2020,756,30
Chandigarh,27/04/2020,843,40
Chandigarh,28/04/2020,924,56
Chandigarh,29/04/2020,1012,67
Chandigarh,30/04/2020,1147,74
Chandigarh,01/05/2020,1252,88
Chandigarh,02/05/2020,1462,94
Chandigarh,03/05/2020,1616,97
Chandigarh,04/05/2020,1678,102
Chandigarh,05/05/2020,1713,115
Chandigarh,06/05/2020,1785,120
Chandigarh,07/05/2020,1845,129
Chandigarh,08/05/2020,1913,146
Chandigarh,09/05/2020,2055,169
Chandigarh,10/05/2020,2142,173
Chandigarh,11/05/2020,2177,173
Chandigarh,12/05/2020,2276,187
Chandigarh,13/05/2020,2420,189
Chandigarh,14/05/2020,2505,191
Chandigarh,15/05/2020,2586,191
Chandigarh,16/05/2020,2718,191
Chandigarh,17/05/2020,2812,191
Chandigarh,18/05/2020,2892,196
Chandigarh,19/05/2020,3031,199
Chandigarh,21/05/2020,3369,216
Chandigarh,22/05/2020,3531,219
Chandigarh,23/05/2020,3749,225
Chandigarh,24/05/2020,3904,238
Chandigarh,25/05/2020,4089,266
Chandigarh,26/05/2020,4207,278
Chandigarh,27/05/2020,4332,279
Chandigarh,28/05/2020,4467,289
Chandigarh,29/05/2020,4543,289
Chandigarh,30/05/2020,4654,289
Chandigarh,31/05/2020,4785,293
Chandigarh,01/06/2020,4816,294
Chandigarh,02/06/2020,4902,301
Chandigarh,03/06/2020,4977,301
Chandigarh,04/06/2020,5059,302
Chandigarh,05/06/2020,5121,309
Chandigarh,06/06/2020,5237,309
Chandigarh,07/06/2020,5312,314
Chandigarh,08/06/2020,5385,318
Chandigarh,10/06/2020,5532,328
Chandigarh,11/06/2020,5636,332
Chandigarh,12/06/2020,5708,334
Chandigarh,13/06/2020,5839,345
Chandigarh,14/06/2020,5937,350
Chandigarh,15/06/2020,6027,357
Chandigarh,16/06/2020,6115,358
Chandigarh,17/06/2020,6233,368
Chandigarh,18/06/2020,6315,373
Chandigarh,19/06/2020,6438,375
Chandigarh,20/06/2020,6578,390
Chandigarh,21/06/2020,6677,404
Chandigarh,22/06/2020,6745,410
Chandigarh,23/06/2020,6840,415
Chandigarh,24/06/2020,6981,420
Chandigarh,25/06/2020,7072,423
Chandigarh,26/06/2020,7201,424
Chandigarh,27/06/2020,7342,427
Chhattisgarh,02/04/2020,1232,9
Chhattisgarh,10/04/2020,3473,18
Chhattisgarh,11/04/2020,3858,18
Chhattisgarh,12/04/2020,3945,31
Chhattisgarh,13/04/2020,4377,31
Chhattisgarh,14/04/2020,4812,33
Chhattisgarh,15/04/2020,5122,33
Chhattisgarh,16/04/2020,5519,33
Chhattisgarh,17/04/2020,5776,36
Chhattisgarh,18/04/2020,5776,36
Chhattisgarh,19/04/2020,6675,36
Chhattisgarh,20/04/2020,7601,36
Chhattisgarh,21/04/2020,8272,36
Chhattisgarh,22/04/2020,9220,36
Chhattisgarh,23/04/2020,10346,36
Chhattisgarh,24/04/2020,11386,36
Chhattisgarh,25/04/2020,12596,37
Chhattisgarh,26/04/2020,13786,37
Chhattisgarh,27/04/2020,14987,37
Chhattisgarh,28/04/2020,15737,38
Chhattisgarh,29/04/2020,16546,38
Chhattisgarh,30/04/2020,17541,40
Chhattisgarh,01/05/2020,18039,43
Chhattisgarh,03/05/2020,19902,57
Chhattisgarh,05/05/2020,21323,58
Chhattisgarh,06/05/2020,22188,59
Chhattisgarh,08/05/2020,23629,59
Chhattisgarh,09/05/2020,24506,59
Chhattisgarh,10/05/2020,25282,59
Chhattisgarh,12/05/2020,27339,59
Chhattisgarh,13/05/2020,28837,59
Chhattisgarh,14/05/2020,29697,59
Chhattisgarh,15/05/2020,31341,66
Chhattisgarh,16/05/2020,32678,67
Chhattisgarh,18/05/2020,36606,93
Chhattisgarh,19/05/2020,39010,100
Chhattisgarh,21/05/2020,45522,128
Chhattisgarh,22/05/2020,48116,172
Chhattisgarh,23/05/2020,49763,214
Chhattisgarh,25/05/2020,55022,292
Chhattisgarh,26/05/2020,57479,360
Chhattisgarh,27/05/2020,59320,364
Chhattisgarh,28/05/2020,61771,398
Chhattisgarh,29/05/2020,63992,415
Chhattisgarh,30/05/2020,66417,447
Chhattisgarh,31/05/2020,69152,492
Chhattisgarh,01/06/2020,70726,539
Chhattisgarh,02/06/2020,73198,556
Chhattisgarh,03/06/2020,76446,626
Chhattisgarh,04/06/2020,78971,756
Chhattisgarh,05/06/2020,81773,863
Chhattisgarh,06/06/2020,85346,923
Chhattisgarh,07/06/2020,88896,1073
Chhattisgarh,08/06/2020,92598,1160
Chhattisgarh,09/06/2020,93059,1211
Chhattisgarh,10/06/2020,94576,1262
Chhattisgarh,11/06/2020,96230,1398
Chhattisgarh,12/06/2020,98603,1429
Chhattisgarh,13/06/2020,101554,1512
Chhattisgarh,14/06/2020,103895,1549
Chhattisgarh,15/06/2020,107172,1715
Chhattisgarh,16/06/2020,110062,1784
Chhattisgarh,17/06/2020,113613,1864
Chhattisgarh,18/06/2020,116329,1946
Chhattisgarh,19/06/2020,120523,2018
Chhattisgarh,20/06/2020,123983,2076
Chhattisgarh,21/06/2020,126246,2273
Chhattisgarh,22/06/2020,129731,2302
Chhattisgarh,23/06/2020,133753,2356
Chhattisgarh,24/06/2020,137400,2419
Chhattisgarh,25/06/2020,142090,2456
Chhattisgarh,26/06/2020,144828,2545
Dadra and Nagar Haveli and Daman and Diu,09/04/2020,80,0
Dadra and Nagar Haveli and Daman and Diu,10/04/2020,130,0
Dadra and Nagar Haveli and Daman and Diu,11/04/2020,211,0
Dadra and Nagar Haveli and Daman and Diu,15/04/2020,356,0
Dadra and Nagar Haveli and Daman and Diu,16/04/2020,382,0
Dadra and Nagar Haveli and Daman and Diu,21/04/2020,474,0
Dadra and Nagar Haveli and Daman and Diu,22/04/2020,674,0
Dadra and Nagar Haveli and Daman and Diu,23/04/2020,913,0
Dadra and Nagar Haveli and Daman and Diu,25/04/2020,1386,0
Dadra and Nagar Haveli and Daman and Diu,26/04/2020,1901,0
Dadra and Nagar Haveli and Daman and Diu,27/04/2020,2379,0
Dadra and Nagar Haveli and Daman and Diu,29/04/2020,2921,0
Dadra and Nagar Haveli and Daman and Diu,30/04/2020,3464,0
Dadra and Nagar Haveli and Daman and Diu,01/05/2020,4003,0
Dadra and Nagar Haveli and Daman and Diu,03/05/2020,4328,0
Dadra and Nagar Haveli and Daman and Diu,04/05/2020,4434,0
Dadra and Nagar Haveli and Daman and Diu,05/05/2020,4781,1
Dadra and Nagar Haveli and Daman and Diu,06/05/2020,4967,1
Dadra and Nagar Haveli and Daman and Diu,07/05/2020,5272,1
Dadra and Nagar Haveli and Daman and Diu,08/05/2020,5430,1
Dadra and Nagar Haveli and Daman and Diu,10/05/2020,5581,1
Dadra and Nagar Haveli and Daman and Diu,11/05/2020,5763,1
Dadra and Nagar Haveli and Daman and Diu,12/05/2020,5977,1
Dadra and Nagar Haveli and Daman and Diu,13/05/2020,6294,1
Dadra and Nagar Haveli and Daman and Diu,14/05/2020,6554,1
Dadra and Nagar Haveli and Daman and Diu,15/05/2020,6916,1
Dadra and Nagar Haveli and Daman and Diu,17/05/2020,7157,1
Dadra and Nagar Haveli and Daman and Diu,18/05/2020,7571,1
Dadra and Nagar Haveli and Daman and Diu,19/05/2020,7829,1
Dadra and Nagar Haveli and Daman and Diu,20/05/2020,8137,1
Dadra and Nagar Haveli and Daman and Diu,21/05/2020,8456,1
Dadra and Nagar Haveli and Daman and Diu,22/05/2020,8979,1
Dadra and Nagar Haveli and Daman and Diu,23/05/2020,9298,2
Dadra and Nagar Haveli and Daman and Diu,24/05/2020,9678,2
Dadra and Nagar Haveli and Daman and Diu,25/05/2020,10085,2
Dadra and Nagar Haveli and Daman and Diu,26/05/2020,10388,2
Dadra and Nagar Haveli and Daman and Diu,27/05/2020,10872,2
Dadra and Nagar Haveli and Daman and Diu,28/05/2020,11177,2
Dadra and Nagar Haveli and Daman and Diu,29/05/2020,11477,2
Dadra and Nagar Haveli and Daman and Diu,01/06/2020,11693,3
Dadra and Nagar Haveli and Daman and Diu,03/06/2020,12064,12
Dadra and Nagar Haveli and Daman and Diu,04/06/2020,12375,14
Dadra and Nagar Haveli and Daman and Diu,05/06/2020,13667,14
Dadra and Nagar Haveli and Daman and Diu,06/06/2020,14780,19
Dadra and Nagar Haveli and Daman and Diu,07/06/2020,15546,20
Dadra and Nagar Haveli and Daman and Diu,08/06/2020,16277,22
Dadra and Nagar Haveli and Daman and Diu,10/06/2020,17179,27
Dadra and Nagar Haveli and Daman and Diu,13/06/2020,17649,28
Dadra and Nagar Haveli and Daman and Diu,14/06/2020,18445,31
Dadra and Nagar Haveli and Daman and Diu,15/06/2020,23835,38
Dadra and Nagar Haveli and Daman and Diu,16/06/2020,24492,51
Dadra and Nagar Haveli and Daman and Diu,17/06/2020,25575,58
Dadra and Nagar Haveli and Daman and Diu,18/06/2020,26752,69
Dadra and Nagar Haveli and Daman and Diu,20/06/2020,27617,93
Dadra and Nagar Haveli and Daman and Diu,21/06/2020,27839,97
Dadra and Nagar Haveli and Daman and Diu,22/06/2020,28364,112
Dadra and Nagar Haveli and Daman and Diu,23/06/2020,29072,121
Dadra and Nagar Haveli and Daman and Diu,24/06/2020,29403,134
Dadra and Nagar Haveli and Daman and Diu,25/06/2020,30188,154
Dadra and Nagar Haveli and Daman and Diu,26/06/2020,30768,169
Delhi,01/04/2020,2621,
Delhi,07/04/2020,9041,576
Delhi,09/04/2020,9968,720
Delhi,10/04/2020,11061,903
Delhi,11/04/2020,11709,1069
Delhi,12/04/2020,14036,1154
Delhi,13/04/2020,15032,1510
Delhi,14/04/2020,16282,1561
Delhi,15/04/2020,16605,1578
Delhi,16/04/2020,18784,1640
Delhi,17/04/2020,21409,1707
Delhi,18/04/2020,22283,1893
Delhi,19/04/2020,24387,2003
Delhi,20/04/2020,25900,2081
Delhi,21/04/2020,26627,2156
Delhi,22/04/2020,28309,2248
Delhi,23/04/2020,30560,2375
Delhi,24/04/2020,33672,2514
Delhi,25/04/2020,35519,2625
Delhi,26/04/2020,37613,2918
Delhi,27/04/2020,39911,3108
Delhi,28/04/2020,43370,3314
Delhi,29/04/2020,47225,3439
Delhi,01/05/2020,,
Delhi,02/05/2020,58210,4122
Delhi,03/05/2020,60246,4549
Delhi,04/05/2020,64108,4898
Delhi,05/05/2020,67852,5104
Delhi,06/05/2020,71934,5532
Delhi,07/05/2020,77234,5980
Delhi,08/05/2020,81367,6318
Delhi,09/05/2020,84226,6542
Delhi,10/05/2020,93810,6923
Delhi,11/05/2020,97678,7233
Delhi,12/05/2020,106109,7639
Delhi,13/05/2020,113345,7998
Delhi,14/05/2020,119736,8470
Delhi,15/05/2020,125189,8895
Delhi,16/05/2020,130845,9333
Delhi,17/05/2020,135791,9755
Delhi,18/05/2020,139727,10054
Delhi,19/05/2020,145854,10554
Delhi,20/05/2020,150282,11088
Delhi,21/05/2020,154385,11659
Delhi,22/05/2020,160255,12319
Delhi,23/05/2020,165047,12910
Delhi,24/05/2020,169873,13418
Delhi,25/05/2020,174469,14053
Delhi,26/05/2020,178579,14465
Delhi,27/05/2020,184362,15257
Delhi,28/05/2020,191977,16281
Delhi,29/05/2020,199626,17386
Delhi,30/05/2020,206739,18549
Delhi,31/05/2020,212784,19844
Delhi,01/06/2020,217537,20834
Delhi,02/06/2020,223607,22132
Delhi,03/06/2020,230145,23645
Delhi,04/06/2020,236506,25004
Delhi,05/06/2020,241693,26334
Delhi,06/06/2020,246873,27654
Delhi,07/06/2020,251915,28936
Delhi,08/06/2020,255615,29943
Delhi,09/06/2020,261079,31309
Delhi,10/06/2020,266156,32810
Delhi,11/06/2020,271516,34687
Delhi,12/06/2020,277463,36824
Delhi,13/06/2020,283239,38958
Delhi,14/06/2020,290592,41182
Delhi,15/06/2020,296697,42829
Delhi,16/06/2020,304483,44688
Delhi,17/06/2020,312576,47102
Delhi,18/06/2020,321302,49979
Delhi,19/06/2020,334376,53116
Delhi,20/06/2020,351909,56746
Delhi,21/06/2020,370014,59746
Delhi,22/06/2020,384696,62655
Delhi,23/06/2020,401648,66602
Delhi,24/06/2020,420707,70390
Delhi,25/06/2020,438012,73780
Delhi,26/06/2020,459156,77240
Delhi,27/06/2020,478336,80188
Goa,02/04/2020,220,5
Goa,09/04/2020,344,7
Goa,10/04/2020,354,7
Goa,12/04/2020,406,7
Goa,13/04/2020,440,7
Goa,14/04/2020,479,7
Goa,15/04/2020,556,7
Goa,16/04/2020,611,7
Goa,17/04/2020,673,7
Goa,18/04/2020,758,7
Goa,19/04/2020,826,7
Goa,20/04/2020,901,7
Goa,21/04/2020,1004,7
Goa,22/04/2020,1116,7
Goa,23/04/2020,1206,7
Goa,27/04/2020,1541,7
Goa,28/04/2020,1776,7
Goa,29/04/2020,1871,7
Goa,30/04/2020,2031,7
Goa,01/05/2020,2181,7
Goa,02/05/2020,2372,7
Goa,03/05/2020,2548,7
Goa,04/05/2020,2899,7
Goa,05/05/2020,3096,7
Goa,06/05/2020,3411,7
Goa,08/05/2020,4140,7
Goa,09/05/2020,4524,7
Goa,10/05/2020,4848,7
Goa,11/05/2020,5307,7
Goa,14/05/2020,6736,7
Goa,15/05/2020,7304,7
Goa,16/05/2020,8011,20
Goa,17/05/2020,8785,29
Goa,18/05/2020,8785,29
Goa,19/05/2020,9549,46
